,1,7,433.0,138.0
,2,6,288.0,91.0
,3,6,651.0,172.0
,4,6,658.0,172.0
,5,5,490.0,130.0
,6,5,493.0,130.0
,7,5,599.0,169.0
,8,5,604.0,129.0
,9,5,657.0,175.0
,10,5,661.0,171.0
,11,4,134.0,105.0
,12,4,179.0,91.0
,13,4,193.0,77.0
,14,4,229.0,87.0
,15,4,234.0,152.0
,16,4,321.0,167.0
,17,4,332.0,131.0
,18,4,376.0,174.0
,19,4,420.0,160.0
,20,4,548.0,155.0
,21,3,58.0,28.0
,22,3,94.0,36.0
,23,3,97.0,45.0
,24,3,101.0,46.0
,25,3,104.0,47.0
,26,3,107.0,48.0
,27,3,114.0,82.0
,28,3,138.0,54.0
,29,3,154.0,107.0
,30,3,155.0,65.0
,31,3,174.0,49.0
,32,3,195.0,123.0
,33,3,199.0,53.0
,34,3,201.0,95.0
,35,3,203.0,103.0
,36,3,220.0,97.0
,37,3,234.0,97.0
,38,3,236.0,64.0
,39,3,236.0,156.0
,40,3,239.0,124.0
,41,3,239.0,152.0
,42,3,243.0,107.0
,43,3,245.0,105.0
,44,3,251.0,111.0
,45,3,256.0,115.0
,46,3,267.0,95.0
,47,3,290.0,78.0
,48,3,292.0,142.0
,49,3,317.0,91.0
,50,3,325.0,119.0
,51,3,327.0,140.0
,52,3,352.0,140.0
,53,3,356.0,154.0
,54,3,366.0,113.0
,55,3,392.0,112.0
,56,3,410.0,177.0
,57,3,414.0,176.0
,58,2,26.0,20.0
,59,2,29.0,21.0
,60,2,41.0,24.0
,61,2,48.0,30.0
,62,2,53.0,34.0
,63,2,55.0,32.0
,64,2,62.0,33.0
,65,2,64.0,36.0
,66,2,65.0,46.0
,67,2,66.0,35.0
,68,2,73.0,45.0
,69,2,73.0,47.0
,70,2,78.0,30.0
,71,2,81.0,59.0
,72,2,85.0,32.0
,73,2,87.0,54.0
,74,2,89.0,32.0
,75,2,92.0,71.0
,76,2,108.0,54.0
,77,2,109.0,94.0
,78,2,110.0,63.0
,79,2,113.0,90.0
,80,2,114.0,72.0
,81,2,115.0,93.0
,82,2,117.0,35.0
,83,2,134.0,98.0
,84,2,140.0,98.0
,85,2,147.0,132.0
,86,2,149.0,40.0
,87,2,158.0,90.0
,88,2,160.0,30.0
,89,2,168.0,101.0
,90,2,178.0,87.0
,91,2,184.0,143.0
,92,2,207.0,83.0
,93,2,210.0,46.0
,94,2,240.0,130.0
,95,2,253.0,135.0
,96,2,261.0,172.0
,97,2,295.0,157.0
,98,2,298.0,174.0
,99,2,308.0,89.0
,100,2,367.0,122.0
,101,2,374.0,130.0
,102,2,587.0,136.0
,103,2,843.0,162.0
,104,2,858.0,163.0
,105,1,5.0,5.0
,106,1,8.0,8.0
,107,1,9.0,9.0
,108,1,14.0,14.0
,109,1,17.0,17.0
,110,1,18.0,18.0
,111,1,19.0,19.0
,111,1,19.0,19.0
,113,1,21.0,21.0
,113,1,21.0,21.0
,115,1,22.0,22.0
,116,1,23.0,23.0
,116,1,23.0,23.0
,118,1,26.0,26.0
,119,1,27.0,27.0
,120,1,28.0,28.0
,120,1,28.0,28.0
,122,1,30.0,10.0
,123,1,32.0,32.0
,124,1,34.0,34.0
,125,1,37.0,17.0
,126,1,37.0,37.0
,126,1,37.0,37.0
,128,1,38.0,18.0
,129,1,38.0,38.0
,130,1,43.0,43.0
,131,1,44.0,24.0
,132,1,45.0,25.0
,133,1,46.0,46.0
,133,1,46.0,46.0
,135,1,47.0,27.0
,136,1,50.0,50.0
,137,1,51.0,51.0
,137,1,51.0,51.0
,137,1,51.0,51.0
,140,1,53.0,33.0
,141,1,55.0,55.0
,142,1,59.0,39.0
,143,1,64.0,64.0
,144,1,68.0,48.0
,145,1,69.0,29.0
,146,1,72.0,32.0
,147,1,75.0,35.0
,148,1,75.0,75.0
,149,1,76.0,76.0
,150,1,77.0,77.0
,151,1,79.0,39.0
,152,1,79.0,59.0
,153,1,89.0,49.0
,154,1,92.0,92.0
,155,1,98.0,58.0
,156,1,98.0,98.0
,157,1,99.0,79.0
,158,1,102.0,102.0
,159,1,110.0,30.0
,160,1,110.0,50.0
,161,1,110.0,110.0
,162,1,111.0,51.0
,163,1,115.0,115.0
,164,1,125.0,125.0
,165,1,128.0,28.0
,166,1,133.0,33.0
,167,1,163.0,63.0
,168,1,163.0,83.0
,169,1,174.0,134.0
,170,1,175.0,115.0
,171,1,208.0,48.0
,172,1,215.0,75.0
,173,1,229.0,109.0
,174,1,242.0,82.0
,175,1,278.0,98.0
,176,1,345.0,145.0
,177,1,346.0,46.0
,178,1,399.0,159.0
,179,1,443.0,83.0
,180,1,504.0,124.0
,181,1,505.0,165.0
,182,1,523.0,123.0
,183,1,734.0,114.0
,184,1,994.0,134.0
,185,1,1398.0,118.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
