時間戳記,年級,就讀高中縣市,你知道2019年4/15巴黎聖母院發生什麼事了嗎？,你知道2019年4/10宣布了什麼天文學上的重大新聞嗎？,2018年中國科學家賀建奎發表了什麼造成全球學術界譁然？,你知道2019年4/21斯里蘭卡發生什麼事嗎？,你知道連續六年受假消息攻擊最嚴重的地方是？,你知道2018年臉書為什麼發生「刪帳號潮」嗎？,你知道2019年3/15在紐西蘭基督城發生了什麼事嗎？,你知道2019年4/25普丁和誰會面了嗎？,你知道2018年12/22印尼海嘯發生原因嗎？,你知道日本新年號是什麼嗎？,分數,平日資訊接收來源,意見回饋,您認為這份題目的難易度是?,這份問卷會讓你想要更加了解國際時事嗎?,,,,
4/28/2019 23:02:28,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,以上皆非,海底地震,令和,80 / 100,"Facebook, Instagram, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,2,,,,
4/28/2019 20:57:41,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,不知道,槍擊案,不知道,不知道,令和,50 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 20:59:45,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,不知道,金正恩,不知道,令和,50 / 100,"Facebook, Instagram, Twitter, PTT",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/28/2019 21:03:13,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,不知道,不知道,川普,不知道,令和,50 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 23:03:49,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,不知道,隱私外洩,槍擊案,習近平,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/28/2019 22:01:13,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,槍擊案,金正恩,不知道,善化,50 / 100,"電視, 網路新聞",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 23:05:17,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 23:05:50,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,以上皆非,槍擊案,金正恩,火山爆發,令和,80 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/28/2019 23:06:11,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"網路新聞, Facebook, Instagram, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 23:06:32,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 報章雜誌, 網路新聞, Facebook, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 22:24:07,高一,彰中投,恐怖攻擊,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,大陸,隱私外洩,槍擊案,金正恩,海底地震,不知道,50 / 100,"電視, 網路新聞, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 22:26:48,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,不知道,槍擊案,不知道,不知道,令和,50 / 100,"網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 23:00:18,高一,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,大陸,隱私外洩,槍擊案,川普,海底地震,不知道,50 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 23:09:16,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,70 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 23:09:37,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,不知道,槍擊案,不知道,海底地震,令和,60 / 100,"網路新聞, Facebook, PTT",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/28/2019 23:10:23,高三,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,隱私外洩,不知道,不知道,不知道,不知道,40 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/28/2019 23:01:48,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,北韓,臉書被中資收購,槍擊案,川普,海底地震,令和,50 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/28/2019 23:07:15,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,地震,不知道,隱私外洩,槍擊案,不知道,核彈試射,令和,50 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",怕豹好可愛,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 23:13:33,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",可以再加一個問題:川金二會最後的結果是?,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 23:14:56,高三,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,北韓,隱私外洩,槍擊案,習近平,海底地震,令和,60 / 100,"電視, 廣播, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/28/2019 23:15:15,其他,桃竹苗,恐怖攻擊,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,川普,海底地震,寬平,40 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,這些事有發生過哦，怕豹.jpg,5,,,,
4/28/2019 23:15:25,高二,桃竹苗,不知道,拍到黑洞周圍電磁波影像,不知道,爆炸案,大陸,臉書被中資收購,羊群暴動踐踏傷人,習近平,海底地震,不知道,20 / 100,"報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 23:15:30,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,隱私外洩,羊群暴動踐踏傷人,以上皆非,海底地震,令和,40 / 100,"電視, 報章雜誌, 網路新聞",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 23:15:57,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,政變,大陸,隱私外洩,不知道,不知道,海底地震,令和,40 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, PTT, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 23:16:46,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳, 其他",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/28/2019 23:17:43,其他,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,臉書被中資收購,槍擊案,川普,海底地震,令和,50 / 100,"廣播, 報章雜誌, PTT, 他人告知、口耳相傳","大陸是哪裡? 
我不贊同用這個名稱稱呼位於我們西方的那個國家---中國，希望能更改，謝謝!",馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/28/2019 23:18:13,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,槍擊案,不知道,不知道,令和,50 / 100,"電視, 網路新聞, Facebook, PTT",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 23:18:23,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,20 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/28/2019 23:20:29,高二,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,以上皆非,以上皆非,隱私外洩,地震,金正恩,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 23:21:03,高二,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,以上皆非,以上皆非,隱私外洩,地震,金正恩,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 23:29:14,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,北韓,臉書被中資收購,槍擊案,金正恩,海底地震,善化,50 / 100,"廣播, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 23:21:40,高三,彰中投,恐怖攻擊,拍到黑洞周圍電磁波影像,器官活摘合法論,政變,不知道,隱私外洩,不知道,不知道,火山爆發,令和,40 / 100,"電視, 網路新聞, Facebook, Instagram",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/28/2019 23:21:55,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,隱私外洩,槍擊案,金正恩,不知道,令和,60 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 23:25:12,高二,高屏,火災,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,不知道,羊群暴動踐踏傷人,金正恩,海底地震,令和,40 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, Twitter, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/28/2019 23:25:35,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 23:25:46,高三,基北北,火災,以上皆非,不知道,爆炸案,不知道,隱私外洩,槍擊案,金正恩,火山爆發,不知道,60 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",原住民1.35,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 23:26:17,高二,高屏,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,不知道,不知道,不知道,令和,50 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 0:06:29,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,不知道,不知道,不知道,令和,50 / 100,"電視, 廣播, 報章雜誌, 網路新聞",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/28/2019 23:27:37,其他,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,臉書被中資收購,槍擊案,川普,火山爆發,令和,70 / 100,"網路新聞, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,1,,,,
4/28/2019 23:29:04,高二,彰中投,火災,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,10 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,這些事有發生過哦，怕豹.jpg,3,,,,
4/29/2019 0:09:22,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,地震,大陸,隱私外洩,槍擊案,不知道,海底地震,令和,50 / 100,"電視, 網路新聞, Instagram",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 1:19:56,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,政變,不知道,隱私外洩,槍擊案,不知道,海底地震,令和,50 / 100,"報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 23:30:36,其他,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,網路新聞,,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 23:31:36,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳","台灣新聞整天都是垃圾藍綠
不然就是韓國魚
當年世界在一帶一路我們在豬哥亮逝世
希望台灣的新聞能夠多一點改變",中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 4:09:11,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,以上皆非,大陸,隱私外洩,槍擊案,以上皆非,海底地震,善化,50 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, Twitter, PTT, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/28/2019 23:33:13,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,不知道,羊群暴動踐踏傷人,金正恩,海底地震,不知道,40 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/28/2019 23:33:24,高二,基北北,火災,拍到黑洞周圍電磁波影像,不知道,不知道,北韓,隱私外洩,不知道,金正恩,核彈試射,令和,50 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",國內新聞大多都是選舉相關，很多國際新聞佔的版面真的很小,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/28/2019 23:34:40,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,芬蘭,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 網路新聞",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,4,,,,
4/28/2019 23:35:47,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"網路新聞, Facebook",7.77778E+13,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,1,,,,
4/28/2019 23:35:53,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,不知道,隱私外洩,槍擊案,不知道,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 5:45:10,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,北韓,不知道,槍擊案,川普,火山爆發,善化,50 / 100,"廣播, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 23:36:09,高二,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",關心國際新聞真的很重要，不要只關注某一地區，可能某地出車禍，國際上卻發生了爆炸案之類的,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/28/2019 23:36:40,高三,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,不知道,不知道,不知道,不知道,不知道,不知道,令和,30 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",麻煩告知有投票權的親友，明年總統大選請投蔡英文，因為藍營的都藍皮紅骨，柯牆頭草不可靠，賴務實台獨太危險，只有蔡英文能屈能伸、外柔內剛、護台灣主權、為台灣年輕人開創未來、鞏固台美以印太平洋區域夥伴關係，讓台灣更國際化、更進步、更被世界看見，而不是隨著接近中國產生依賴而逐漸被併吞，希望你們好好思考這個問題，明年做出對的選擇,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,1,,,,
4/28/2019 23:37:43,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,不知道,槍擊案,不知道,火山爆發,令和,60 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",最後一頁設計的好口愛呀(((o(*?▽?*)o))),馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
